dimension_type,series_type,label,label_key,group_label,adds,removes,window_net,total_moves,early_avg_net,late_avg_net,momentum_delta,sample_apps
tag,raw-tag,Deckbuilding,deckbuilding,Other,11,2,9,13,0.1250,0.2500,0.1250,"七神器, Divide TCG, Pop!chinko"
tag,raw-tag,Demons,demons,Other,6,12,-6,18,-0.3750,-0.1250,0.2500,"封魔剑魂, Indignum, Lands of Fury"
tag,raw-tag,Design & Illustration,design & illustration,Other,3,2,1,5,-0.1250,0.1250,0.2500,"Little Fires, Circuit Artist, Little Houses of Bloomwood"
tag,raw-tag,Destruction,destruction,Other,2,8,-6,10,0.0000,-0.1250,-0.1250,"Zigdig, Gobocore: Goblin Rescue Squad , Streets of Miami VR"
tag,raw-tag,Detective,detective,Other,2,2,0,4,0.1250,0.0000,-0.1250,"North Hunt, KunKunNest, Stardream"
tag,raw-tag,Dice,dice,Other,0,1,-1,1,0.0000,-0.1250,-0.1250,Fortune Avenue
tag,raw-tag,Difficult,difficult,Action & Combat,32,12,20,44,1.0000,0.3750,-0.6250,"Biped 2, Fallen Tear: The Ascension, Keep the Balance"
tag,raw-tag,Dinosaurs,dinosaurs,Other,0,1,-1,1,0.0000,0.0000,0.0000,BioMech Vendetta
tag,raw-tag,Diplomacy,diplomacy,Other,3,2,1,5,0.0000,0.1250,0.1250,"Under Protocol, Double Dealers, Crown Of Hispania"
tag,raw-tag,Dog,dog,Other,1,2,-1,3,0.0000,0.0000,0.0000,"MyDear.exe, Meat Market, Habitat Toxica"
tag,raw-tag,Dragons,dragons,Other,3,3,0,6,0.2500,-0.1250,-0.3750,"Indignum, Teddy's Haven - A Fantasy Inspired Shop Simulator, Tears of Adria"
tag,raw-tag,Drama,drama,Other,15,17,-2,32,-0.7500,0.3750,1.1250,"Darker: Chapter 1, Sanechek: Lost Coins, Subliminal"
tag,raw-tag,Driving,driving,Other,7,1,6,8,0.2500,0.1250,-0.1250,"Tank Havoc, Friendly Steps, SIRENS"
tag,raw-tag,Dungeon Crawler,dungeon crawler,Other,13,11,2,24,-0.1250,0.3750,0.5000,"Eternal Hunger, 封魔剑魂, 100FRIENDS"
tag,raw-tag,Dwarf,dwarf,Other,1,0,1,1,0.1250,0.0000,-0.1250,Goldrot
tag,raw-tag,Dynamic Narration,dynamic narration,Other,0,2,-2,2,-0.1250,-0.1250,0.0000,"Last Dawn: Helios, One Way Mirror: AI"
tag,raw-tag,Dystopian,dystopian,Other,4,9,-5,13,-0.2500,0.1250,0.3750,"Mad Metal, アニマロイドガール, Cheat Line"
tag,raw-tag,Early Access,early access,Lifecycle & Business Model,59,63,-4,122,-0.1250,-0.1250,0.0000,"Game Saloon Simulator, Ignarus, Jupiter"
tag,raw-tag,Economy,economy,Other,9,11,-2,20,-0.1250,0.0000,0.1250,"Canter Cove, Idle AI Factory, Market Moe"
tag,raw-tag,Education,education,Other,5,6,-1,11,-0.3750,0.2500,0.6250,"Chess Kingdom, With Me: Aquatic Time, MoonNight Shift"
tag,raw-tag,Electronic Music,electronic music,Other,2,1,1,3,0.0000,0.0000,0.0000,"Warm Inside, HYPERBEAT, Night Club Simulator: Party King"
tag,raw-tag,Elf,elf,Other,0,1,-1,1,-0.1250,0.0000,0.1250,Undead Tide: Light's Defense
tag,raw-tag,Emotional,emotional,Other,16,11,5,27,0.2500,-0.1250,-0.3750,"POJANGMACHA : Korean Street Food Management Simulator, Sanechek: Lost Coins, AIKO: AI Girlfriend 3D Life Sim"
tag,raw-tag,Epic,epic,Other,1,0,1,1,0.0000,0.0000,0.0000,成为皇帝！我的万亿美女星球帝国
tag,raw-tag,Episodic,episodic,Other,1,0,1,1,0.1250,0.0000,-0.1250,Unseen - Someone
tag,raw-tag,Escape Room,escape room,Other,2,1,1,3,0.0000,0.0000,0.0000,"Subliminal, The Failed, Scenic"
tag,raw-tag,eSports,esports,Other,3,4,-1,7,0.0000,-0.1250,-0.1250,"Tank Havoc, DODORI, Track Day: From Street to Circuit"
tag,raw-tag,Experience,experience,Other,1,0,1,1,0.1250,0.0000,-0.1250,Gridworld
tag,raw-tag,Experimental,experimental,Other,3,0,3,3,0.2500,0.0000,-0.2500,"Chaosfall, Biocybernetic Trap, Ringbound"
tag,raw-tag,Exploration,exploration,Adventure & Story,36,28,8,64,-0.1250,0.2500,0.3750,"Quack Hunters, The Posthumous Investigation, AIKO: AI Girlfriend 3D Life Sim"
tag,raw-tag,Extraction Shooter,extraction shooter,Other,1,0,1,1,0.0000,0.0000,0.0000,Madnessarum
tag,raw-tag,Faith,faith,Other,3,0,3,3,0.0000,0.1250,0.1250,"Conviction, 卜卦 / Divination, Foul Deeds of Iblis"
tag,raw-tag,Family Friendly,family friendly,Indie & Casual,22,19,3,41,0.1250,0.1250,0.0000,"Biped 2, Black Hole Fishing, OddFauna : Secret of the Terrabeast"
tag,raw-tag,Fantasy,fantasy,RPG & Fantasy,32,33,-1,65,-0.6250,0.6250,1.2500,"Bootstrap, Dread Admiral, Eternal Hunger"
tag,raw-tag,Farming,farming,Other,2,2,0,4,0.0000,-0.1250,-0.1250,"Rooftop Garden, Rune Factory 5, My Heaven's Dale"
tag,raw-tag,Farming Sim,farming sim,Other,4,2,2,6,-0.1250,0.0000,0.1250,"Black Hole Fishing, Rooftop Garden, Frog Island"
tag,raw-tag,Fast-Paced,fast-paced,Other,11,9,2,20,0.3750,0.1250,-0.2500,"Zigdig, Shape of Dreams, Indoor Baseball"
tag,raw-tag,Female Protagonist,female protagonist,Other,17,13,4,30,0.0000,-0.1250,-0.1250,"Darker: Chapter 1, AIKO: AI Girlfriend 3D Life Sim, Island of Giant Trees"
tag,raw-tag,Fighting,fighting,Other,2,0,2,2,0.1250,0.1250,0.0000,"Sim: Heavyweight Boxing Champion, Ninja Vs Bomb"
tag,raw-tag,First-Person,first-person,Other,21,17,4,38,-0.2500,0.1250,0.3750,"Before the Silence Claims: In Absentia, Drunkslop: Pub crawl COOP, Quack Hunters"
tag,raw-tag,Fishing,fishing,Other,2,2,0,4,0.0000,0.0000,0.0000,"Ferry Good Day, Isle of Food, Dogwood"
tag,raw-tag,Flight,flight,Other,0,4,-4,4,-0.2500,0.0000,0.2500,"Streets of Miami VR, UP TO THE SKY, The Wide Open Sky is Running out of Catfish"
tag,raw-tag,FMV,fmv,Other,0,1,-1,1,0.0000,0.0000,0.0000,Scientific project: Optic
tag,raw-tag,Foreign,foreign,Other,0,1,-1,1,0.0000,0.0000,0.0000,Cardtonia
tag,raw-tag,FPS,fps,Other,8,11,-3,19,0.0000,0.0000,0.0000,"Car Rental Simulator: Prologue - Early Days, Cheat Line, Scientific project: Optic"
tag,raw-tag,Free to Play,free to play,Lifecycle & Business Model,40,14,26,54,1.1250,0.0000,-1.1250,"Bio Inc. Redemption, 封魔剑魂, Astroloco: Worst Contact"
tag,raw-tag,Funny,funny,Indie & Casual,30,23,7,53,0.2500,0.1250,-0.1250,"One More 6ix, POJANGMACHA : Korean Street Food Management Simulator, Quack Hunters"
tag,raw-tag,Futuristic,futuristic,Other,13,11,2,24,0.1250,-0.1250,-0.2500,"Telluria: Forebodings, DODORI, Rogue Drone Hunter"
tag,raw-tag,Gambling,gambling,Other,5,25,-20,30,-0.2500,0.1250,0.3750,"Grand Gammon, Joker Madness 🃏, Slots & Diapers"
tag,raw-tag,Game Development,game development,Other,2,1,1,3,0.0000,-0.1250,-0.1250,"Ovidius (Blood for Love), PatchWorld, HAELE 3D - Feet Poses Pro - Drawing References"
tag,raw-tag,Games Workshop,games workshop,Other,0,1,-1,1,0.0000,0.0000,0.0000,Little Houses of Bloomwood
tag,raw-tag,God Game,god game,Other,3,4,-1,7,-0.1250,-0.1250,0.0000,"Bio Inc. Redemption, Extinction Day, MMORPG Tycoon 2"
tag,raw-tag,Golf,golf,Other,2,1,1,3,0.0000,0.0000,0.0000,"This Is Golf, Super Serious Golf"
tag,raw-tag,Gore,gore,Other,11,14,-3,25,0.0000,-0.2500,-0.2500,"CardForge, Fear Faith, Nested Lands"
tag,raw-tag,Gothic,gothic,Other,4,1,3,5,0.2500,0.0000,-0.2500,"Cat Mirror, Gladiatory, Fine Dying"
tag,raw-tag,Grand Strategy,grand strategy,Other,0,4,-4,4,-0.3750,0.0000,0.3750,"Home Before Winter (HBW), College Basketball Manager, Songs of Silence"
tag,raw-tag,Great Soundtrack,great soundtrack,Other,10,5,5,15,0.2500,-0.1250,-0.3750,"Before the Silence Claims: In Absentia, Arcadia Cafe, Beats Of Fury"
tag,raw-tag,Grid-Based Movement,grid-based movement,Other,8,4,4,12,0.3750,0.2500,-0.1250,"BROKEN SOUL : Boss Rush, The Bed Above My Head, Project - Labyrinth"
tag,raw-tag,Gun Customization,gun customization,Other,1,4,-3,5,-0.2500,0.0000,0.2500,"Chop Chains, Responding, Sphere Fight"
tag,raw-tag,Hack and Slash,hack and slash,Other,17,8,9,25,0.2500,0.3750,0.1250,"封魔剑魂, Crazy odyssey, Rogue Drone Hunter"
tag,raw-tag,Hacking,hacking,Other,1,1,0,2,-0.1250,0.0000,0.1250,"Land Of Opportunities, Anti-Virus Squad"
tag,raw-tag,Hand-drawn,hand-drawn,Other,12,12,0,24,0.1250,-0.2500,-0.3750,"OddFauna : Secret of the Terrabeast, The Posthumous Investigation, Rogue Drone Hunter"
tag,raw-tag,Heist,heist,Other,0,1,-1,1,-0.1250,0.0000,0.1250,Absorber: Absorb Adapt Survive
tag,raw-tag,Hentai,hentai,Other,28,14,14,42,0.5000,0.3750,-0.1250,"Multiplier Goblin, Pretty Girl Puzzle · Summer Phantom, Taimanin Squad"
tag,raw-tag,Hero Shooter,hero shooter,Other,1,1,0,2,0.1250,0.0000,-0.1250,STAR TALE: Odyssey One
tag,raw-tag,Hex Grid,hex grid,Other,1,2,-1,3,0.1250,-0.1250,-0.2500,"Terrafactory: Idle Planet, Valefor 2, Dotu"
tag,raw-tag,Hidden Object,hidden object,Other,6,9,-3,15,-0.3750,-0.3750,0.0000,"The Floor Above, Cozy Cleaner, Miner Open Chests"
tag,raw-tag,Historical,historical,Other,5,6,-1,11,0.1250,-0.2500,-0.3750,"The Posthumous Investigation, Tokatonton: One-Armed Blacksmith, 长干里酒吧"
tag,raw-tag,Hockey,hockey,Other,0,1,-1,1,-0.1250,0.0000,0.1250,Super Chaos
tag,raw-tag,Horror,horror,Other,24,12,12,36,0.2500,0.3750,0.1250,"Quack Hunters, The Floor Above, Xenonauts 2"
tag,raw-tag,Horses,horses,Other,0,1,-1,1,0.0000,0.0000,0.0000,Habitat Toxica
tag,raw-tag,Hunting,hunting,Other,2,1,1,3,0.1250,0.1250,0.0000,"Quack Hunters, Habitat Toxica, SCUM"
tag,raw-tag,Idler,idler,Other,12,5,7,17,0.2500,0.3750,0.1250,"Crazy odyssey, CropChampion, Limitless Survivors"
tag,raw-tag,Illuminati,illuminati,Other,1,0,1,1,0.0000,0.0000,0.0000,Keepers: Fractured Realities
tag,raw-tag,Immersive,immersive,Other,5,3,2,8,0.3750,-0.1250,-0.5000,"With Me: Aquatic Time, Scenic, Little Houses of Bloomwood"
tag,raw-tag,Immersive Sim,immersive sim,Other,14,18,-4,32,-0.1250,-0.3750,-0.2500,"Before the Silence Claims: In Absentia, POJANGMACHA : Korean Street Food Management Simulator, Tavern Legends"
tag,raw-tag,Indie,indie,Indie & Casual,112,79,33,191,2.5000,-0.1250,-2.6250,"4 Penny Coffins, Fear Faith, One More 6ix"
tag,raw-tag,Intentionally Awkward Controls,intentionally awkward controls,Other,0,1,-1,1,-0.1250,0.0000,0.1250,Super Chaos
tag,raw-tag,Interactive Fiction,interactive fiction,Other,18,12,6,30,0.1250,0.0000,-0.1250,"Come to my party!, Seven Nights In The Dark, Streetlight Syndicate"
tag,raw-tag,Inventory Management,inventory management,Other,17,17,0,34,0.3750,0.0000,-0.3750,"Eternal Hunger, Global City, Gobocore: Goblin Rescue Squad "
tag,raw-tag,Investigation,investigation,Other,11,6,5,17,0.2500,0.1250,-0.1250,"Subliminal, Case File: Archived 3:12AM, Scientific project: Optic"
tag,raw-tag,Isometric,isometric,Other,9,10,-1,19,-0.3750,0.1250,0.5000,"Culdcept The First Saturn Tribute, Malhaar, Shadowstalk"
tag,raw-tag,Job Simulator,job simulator,Simulation & Sandbox,17,3,14,20,1.2500,0.0000,-1.2500,"Kinny and the Cosmic Cauldron, Extreme Forklifting 3, 86'd"
tag,raw-tag,JRPG,jrpg,Other,2,1,1,3,0.1250,0.1250,0.0000,"Fallen Tear: The Ascension, Arm of the Prince, DopePie Survivors 3D"
tag,raw-tag,Jump Scare,jump scare,Other,1,1,0,2,-0.1250,0.0000,0.1250,"Market Moe, Flick"
tag,raw-tag,Kickstarter,kickstarter,Other,1,1,0,2,0.0000,0.0000,0.0000,"Monster Crown: Sin Eater, DG2: Defense Grid 2"
tag,raw-tag,LEGO,lego,Other,0,1,-1,1,0.0000,0.0000,0.0000,ワンコワンコ大作戦
tag,raw-tag,Level Editor,level editor,Other,6,6,0,12,0.2500,0.0000,-0.2500,"The Secret Story, 戚继光 Qi Jiguang: Art of War, Aimlabs"
tag,raw-tag,LGBTQ+,lgbtq+,Other,15,13,2,28,0.2500,0.0000,-0.2500,"SILENT HILL: Townfall, Squeakross: Home Squeak Home, Five Nights at Freddy's: Help Wanted 2"
tag,raw-tag,Life Sim,life sim,Other,11,12,-1,23,-0.2500,0.2500,0.5000,"Nested Lands, Sanechek: Lost Coins, Terrafactory: Idle Planet"
tag,raw-tag,Linear,linear,Other,9,19,-10,28,-0.7500,-0.2500,0.5000,"Biped 2, Conviction, Quaxum Color Mayhem"
tag,raw-tag,Local Co-Op,local co-op,Other,8,7,1,15,0.0000,0.0000,0.0000,"Underwater Duo, NBA 2K26, ONE PIECE Bounty Rush"
tag,raw-tag,Local Multiplayer,local multiplayer,Other,16,10,6,26,-0.2500,0.1250,0.3750,"サンリオキャラクターズ スマッシュフェスタ！, FiresOut!, Field of Heroes"
tag,raw-tag,Logic,logic,Other,5,12,-7,17,-0.1250,-0.6250,-0.5000,"The Noble Quran, The Posthumous Investigation, Joker Madness 🃏"
tag,raw-tag,Loot,loot,Other,14,8,6,22,0.3750,0.1250,-0.2500,"Explodey Towers, Power Of The Horde, Crazy odyssey"
tag,raw-tag,Looter Shooter,looter shooter,Other,2,2,0,4,0.0000,0.0000,0.0000,"Black Dragon Mage, Helluva Heist, Blood Bear"
tag,raw-tag,Lore-Rich,lore-rich,Other,15,9,6,24,0.1250,0.1250,0.0000,"Before the Silence Claims: In Absentia, Sanechek: Lost Coins, The Floor Above"
tag,raw-tag,Lovecraftian,lovecraftian,Other,4,0,4,4,0.2500,0.1250,-0.1250,"Conviction, The Occultist, Wall Of Insanity 2"
tag,raw-tag,Magic,magic,Other,15,12,3,27,-0.2500,-0.1250,0.1250,"Clockwillows™ Voy Quest, Shape of Dreams, Indignum"
tag,raw-tag,Management,management,Strategy & Management,23,13,10,36,0.7500,0.0000,-0.7500,"Power Of The Horde, Dread Admiral, Rooftop Garden"
tag,raw-tag,Martial Arts,martial arts,Other,1,2,-1,3,0.1250,0.0000,-0.1250,"Red Masked Ronin: Desires and Shadows, 英雄传奇, Battle Mutants"
tag,raw-tag,Massively Multiplayer,massively multiplayer,Play Modes & Social,7,8,-1,15,0.2500,-0.1250,-0.3750,"封魔剑魂, Fortune Avenue, Global City"
tag,raw-tag,Match 3,match 3,Other,0,2,-2,2,0.0000,-0.1250,-0.1250,"Pretty Girl Puzzle · Summer Phantom, Perfect Castle"
tag,raw-tag,Mature,mature,Other,11,2,9,13,0.3750,0.5000,0.1250,"My Horny Roomies, Ovidius (Blood for Love), Pretty Girl Puzzle · Summer Phantom"
tag,raw-tag,Mechs,mechs,Other,2,1,1,3,0.1250,0.1250,0.0000,"DODORI, Aeons Echo, Celestial Fragments"
tag,raw-tag,Medical Sim,medical sim,Other,0,2,-2,2,-0.2500,0.0000,0.2500,"Responding, Microlandia"
tag,raw-tag,Medieval,medieval,RPG & Fantasy,20,11,9,31,0.5000,-0.5000,-1.0000,"Explodey Towers, Fear Faith, Power Of The Horde"
tag,raw-tag,Memes,memes,Other,6,1,5,7,-0.1250,0.2500,0.3750,"Joker Madness 🃏, KunKunNest, NeNeKoNeKo"
tag,raw-tag,Metroidvania,metroidvania,Other,3,3,0,6,0.0000,-0.1250,-0.1250,"YanYueDao Kill, Fading Faith, HYDROPUNK"
tag,raw-tag,Military,military,Other,3,6,-3,9,-0.3750,-0.2500,0.1250,"胶囊军团, DODORI, Quaxum Color Mayhem"
tag,raw-tag,Mini Golf,mini golf,Other,0,1,-1,1,-0.1250,0.0000,0.1250,Don't Fall
tag,raw-tag,Minigames,minigames,Other,1,1,0,2,0.1250,0.0000,-0.1250,"Mistbound, Cube Foundry"
tag,raw-tag,Minimalist,minimalist,Other,19,13,6,32,0.1250,-0.1250,-0.2500,"Harpoon Arena, Terrafactory: Idle Planet, Dodge-imals"
tag,raw-tag,Mining,mining,Other,5,2,3,7,0.1250,0.2500,0.1250,"Zigdig, Space Stone Smashing Simulator, Idle AI Factory"
tag,raw-tag,MMORPG,mmorpg,Other,6,3,3,9,0.0000,0.2500,0.2500,"polity, Crazy odyssey, MMORPG Tycoon 2"
tag,raw-tag,MOBA,moba,Other,4,1,3,5,0.1250,0.2500,0.1250,"Shape of Dreams, Marvel Rivals, ONE PIECE Bounty Rush"
tag,raw-tag,Mod,mod,Other,0,1,-1,1,0.0000,0.0000,0.0000,Little Houses of Bloomwood
tag,raw-tag,Modern,modern,Other,5,1,4,6,0.2500,0.0000,-0.2500,"Territorial Conquest, Empyrean Defense, Teachers. With Love and Passion."
tag,raw-tag,Mouse only,mouse only,Other,1,0,1,1,0.0000,0.0000,0.0000,Dark Age Dinos
tag,raw-tag,Multiplayer,multiplayer,Play Modes & Social,45,29,16,74,0.8750,0.3750,-0.5000,"Depths Of Horror: Mushroom Day, One More 6ix, With Me: Aquatic Time"
tag,raw-tag,Multiple Endings,multiple endings,Other,20,17,3,37,0.1250,0.5000,0.3750,"Before the Silence Claims: In Absentia, Ovidius (Blood for Love), Brno Transit"
tag,raw-tag,Music,music,Other,9,1,8,10,0.3750,0.2500,-0.1250,"With Me: Aquatic Time, Rizuhuritan! Rhythmic Flip (Re)Turn, Dewdrop"
tag,raw-tag,Music-Based Procedural Generation,music-based procedural generation,Other,0,2,-2,2,0.0000,-0.1250,-0.1250,"DODORI, Beat For Speed"
tag,raw-tag,Mystery,mystery,Other,19,12,7,31,0.3750,-0.1250,-0.5000,"Before the Silence Claims: In Absentia, The Floor Above, ROGOLF"
tag,raw-tag,Mystery Dungeon,mystery dungeon,Other,3,3,0,6,0.1250,-0.1250,-0.2500,"The Bed Above My Head, Dead Beyond, Dungeon Fortress : Overlord"
tag,raw-tag,Mythology,mythology,Other,2,6,-4,8,0.1250,-0.1250,-0.2500,"BROKEN SOUL : Boss Rush, Anant Express, UP TO THE SKY"
tag,raw-tag,Narration,narration,Other,11,6,5,17,0.5000,0.1250,-0.3750,"Bootstrap, Sanechek: Lost Coins, The Worlds of Narayana VR"
tag,raw-tag,Narrative,narrative,Other,8,2,6,10,0.3750,0.3750,0.0000,"Ovidius (Blood for Love), Love vs Lust: The story of a Gigolo, Come to my party!"
tag,raw-tag,Nature,nature,Other,12,17,-5,29,-0.7500,0.0000,0.7500,"Black Hole Fishing, With Me: Aquatic Time, The Worlds of Narayana VR"
tag,raw-tag,Naval,naval,Other,2,2,0,4,0.0000,0.0000,0.0000,"Dread Admiral, FULL METAL COFFIN, 郑成功传 Clash of Armadas: Koxinga"
tag,raw-tag,Naval Combat,naval combat,Other,3,1,2,4,0.2500,0.0000,-0.2500,"Dread Admiral, Penguin Pirates, Splash Adventure: The Maze of Morla"
tag,raw-tag,Noir,noir,Other,4,5,-1,9,0.1250,-0.1250,-0.2500,"Black Jacket, アニマロイドガール, Judge SIM"
tag,raw-tag,Nonlinear,nonlinear,Other,4,6,-2,10,-0.2500,0.0000,0.2500,"Xenonauts 2, The Vault, Arcadia Cafe"
tag,raw-tag,Nostalgia,nostalgia,Other,1,1,0,2,0.1250,0.0000,-0.1250,"Miner Open Chests, Thomas & Friends™: Wonders of Sodor"
tag,raw-tag,NSFW,nsfw,Other,18,2,16,20,0.5000,0.5000,0.0000,"Pretty Girl Puzzle · Summer Phantom, AIKO: AI Girlfriend 3D Life Sim, The Ghost’s Intimate Cure"
tag,raw-tag,Nudity,nudity,Other,13,11,2,24,-0.2500,0.5000,0.7500,"TEKKEN 8, The Witch's Disciples, 潔姊不要停"
tag,raw-tag,Old School,old school,Other,14,8,6,22,-0.1250,0.5000,0.6250,"Clockwillows™ Voy Quest, FZ: Formation Z, Power Of The Horde"
tag,raw-tag,On-Rails Shooter,on-rails shooter,Other,1,2,-1,3,-0.1250,0.0000,0.1250,"Hyperlane Highway, Kleopatra"
tag,raw-tag,Online Co-Op,online co-op,Play Modes & Social,25,15,10,40,0.6250,0.1250,-0.5000,"Fortune Avenue, Madnessarum, Tank Havoc"
tag,raw-tag,Open World,open world,Other,15,15,0,30,-0.1250,0.3750,0.5000,"Komadori Inn, OddFauna : Secret of the Terrabeast, Brno Transit"
tag,raw-tag,Open World Survival Craft,open world survival craft,Other,1,1,0,2,0.0000,0.0000,0.0000,"Long Drive North: Co-Op RV Simulator, Neolithic Dawn"
tag,raw-tag,Otome,otome,Other,4,8,-4,12,-0.7500,0.2500,1.0000,"Darker: Chapter 1, Sanechek: Lost Coins, Deathwish Bloom"
tag,raw-tag,Parkour,parkour,Other,5,4,1,9,0.1250,0.2500,0.1250,"Animal Falling, Chaos Budz, Good Luck"
